Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Tomás Chancalay,75,LM,swap2,Argentina,81,74,73,76,40,60,https://wefut.com/player/22/2034/tomas-chancalay
Fernando Zampedri,75,ST,swap2,Argentina,68,78,55,71,29,76,https://wefut.com/player/22/1985/fernando-zampedri
Walter Bou,75,ST,swap2,Argentina,75,75,68,76,46,74,https://wefut.com/player/22/1928/walter-bou
Elias Gómez,75,LB,swap2,Argentina,81,57,67,72,68,75,https://wefut.com/player/22/1897/elias-gomez
Néstor Camacho,75,CAM,swap2,Paraguay,81,73,72,75,42,54,https://wefut.com/player/22/1888/nestor-camacho
Alejandro Silva,75,RW,swap2,Uruguay,88,67,72,76,67,74,https://wefut.com/player/22/1882/alejandro-silva
Lucas Janson,75,LW,swap2,Argentina,84,73,66,79,36,63,https://wefut.com/player/22/1860/lucas-janson
Lorenzo De Silvestri,76,RB,gold,Italy,73,67,55,56,76,77,https://wefut.com/player/22/1859/lautaro-giannetti
Leonardo Sigali,75,CB,swap2,Argentina,66,45,49,60,76,74,https://wefut.com/player/22/1858/leonardo-sigali
Édson Puch,75,LW,swap2,Chile,86,70,66,78,43,66,https://wefut.com/player/22/1857/edson-puch
Ricardo Centurión,75,RW,swap2,Argentina,87,68,69,83,41,65,https://wefut.com/player/22/1828/ricardo-centurion
Cristian Pellerano,75,CDM,swap2,Argentina,54,65,67,61,70,80,https://wefut.com/player/22/1819/cristian-pellerano
Luis Advíncula,75,RB,swap2,Peru,93,64,69,74,67,83,https://wefut.com/player/22/1782/luis-advincula
Marcos Rojo,75,CB,swap2,Argentina,65,59,66,63,74,68,https://wefut.com/player/22/1767/marcos-rojo
José Pedro Fuenzalida,75,RW,swap2,Chile,87,63,71,79,64,67,https://wefut.com/player/22/1739/jose-pedro-fuenzalida
Damián Díaz,75,CAM,swap2,Ecuador,74,65,76,74,44,68,https://wefut.com/player/22/1709/damian-diaz
Ignacio Piatti,75,CAM,swap2,Argentina,64,75,73,78,53,60,https://wefut.com/player/22/1661/ignacio-piatti
Gonzalo Bergessio,75,ST,swap2,Argentina,50,77,60,65,33,73,https://wefut.com/player/22/1655/gonzalo-bergessio
Mauro Boselli,75,ST,swap2,Argentina,55,76,64,69,39,75,https://wefut.com/player/22/1646/mauro-boselli
Lisandro López,75,ST,swap2,Argentina,63,77,70,74,49,65,https://wefut.com/player/22/1634/lisandro-lopez
Andrés D'Alessandro,75,CAM,swap2,Argentina,42,71,80,75,38,50,https://wefut.com/player/22/1633/andres-d-alessandro
Walter Bou,75,ST,swap,Argentina,75,75,68,76,46,74,https://wefut.com/player/22/22631/walter-bou
Leonel Vangioni,75,LB,swap,Argentina,77,63,69,70,71,74,https://wefut.com/player/22/18387/leonel-vangioni
Alexander Barboza,75,CB,swap,Argentina,51,57,60,64,73,85,https://wefut.com/player/22/1966/alexander-barboza
Domingo Blanco,75,CM,swap,Argentina,83,67,75,81,66,66,https://wefut.com/player/22/1922/domingo-blanco
Cristian Lema,75,CB,swap,Argentina,35,49,56,41,76,82,https://wefut.com/player/22/1861/cristian-lema
Leonel Vangioni,75,LB,swap,Argentina,77,63,69,70,71,74,https://wefut.com/player/22/1838/leonel-vangioni
Iván Piris,75,RB,swap,Paraguay,83,48,62,70,70,74,https://wefut.com/player/22/1786/ivan-piris
Lautaro Acosta,75,LW,swap,Argentina,83,70,71,77,52,62,https://wefut.com/player/22/1700/lautaro-acosta
Óscar Cardozo,75,ST,swap,Paraguay,50,80,63,64,28,68,https://wefut.com/player/22/1671/oscar-cardozo
Ignacio Scocco,75,ST,swap,Argentina,70,79,73,80,35,64,https://wefut.com/player/22/1653/ignacio-scocco
José Sand,75,ST,swap,Argentina,51,79,62,68,37,70,https://wefut.com/player/22/1639/jose-sand
Alexandre Pato,75,ST,pink,Brazil,77,74,69,76,32,69,https://wefut.com/player/22/22353/alexandre-pato
Emir Sahiti,75,RW,motm,Kosovo,93,72,70,80,39,60,https://wefut.com/player/22/21915/emir-sahiti
Mateusz Wdowiak,75,RF,motm,Poland,97,70,70,77,50,73,https://wefut.com/player/22/21690/mateusz-wdowiak
Issam Jebali,75,ST,motm,Tunisia,83,77,72,81,47,80,https://wefut.com/player/22/21689/issam-jebali
Ola Solbakken,75,LW,motm,Norway,90,71,74,77,43,77,https://wefut.com/player/22/20860/ola-solbakken
Jason Davidson,75,LB,motm,Australia,76,60,70,74,70,75,https://wefut.com/player/22/19462/jason-davidson
Riquelme,75,CAM,goldif,Spain,85,73,68,78,50,64,https://wefut.com/player/22/21757/riquelme
Giacomo Vrioni,75,ST,goldif,Albania,87,78,62,77,35,74,https://wefut.com/player/22/21591/giacomo-vrioni
Rasmus Alm,75,RW,goldif,Sweden,93,73,73,78,48,74,https://wefut.com/player/22/21590/rasmus-alm
Malo Gusto,75,RB,goldif,France,87,60,71,75,70,76,https://wefut.com/player/22/21589/malo-gusto
Stefan Lex,75,LM,goldif,Germany,95,72,71,80,38,75,https://wefut.com/player/22/21526/stefan-lex
Omar Beckles,75,CB,goldif,Grenada,67,37,60,66,76,87,https://wefut.com/player/22/20842/omar-beckles
Leonardo Campana,75,ST,goldif,Ecuador,78,79,60,74,40,71,https://wefut.com/player/22/20778/leonardo-campana
Alexander Jeremejeff,75,ST,goldif,Sweden,77,75,63,72,38,78,https://wefut.com/player/22/20694/alexander-jeremejeff
Marcos Ureña,75,ST,goldif,Costa Rica,90,73,70,80,46,78,https://wefut.com/player/22/20650/marcos-urena
Nicklas Helenius,75,ST,goldif,Denmark,68,77,63,72,41,79,https://wefut.com/player/22/19565/nicklas-helenius
Ben Garuccio,75,LB,goldif,Australia,84,61,73,76,70,73,https://wefut.com/player/22/19509/ben-garuccio
Sean McConville,75,LW,goldif,England,79,74,75,76,67,73,https://wefut.com/player/22/19065/sean-mcconville
Dion Charles,75,ST,goldif,Northern Ireland,85,76,67,75,43,82,https://wefut.com/player/22/18610/dion-charles
Cameron Brannagan,75,CDM,goldif,England,73,74,78,74,72,76,https://wefut.com/player/22/18609/cameron-brannagan
Dani Escriche,75,ST,goldif,Spain,78,74,60,74,39,73,https://wefut.com/player/22/18269/dani-escriche
Ross Stewart,75,ST,goldif,Scotland,81,75,63,69,36,80,https://wefut.com/player/22/18224/ross-stewart
Rasmus Nicolaisen,75,CB,goldif,Denmark,70,50,60,65,75,82,https://wefut.com/player/22/18178/rasmus-nicolaisen
Nikola Dovedan,75,CAM,goldif,Austria,88,74,72,77,43,67,https://wefut.com/player/22/18069/nikola-dovedan
Scott Twine,75,LW,goldif,England,91,77,76,78,66,60,https://wefut.com/player/22/17717/scott-twine
Tatsuki Seko,75,CM,goldif,Japan,79,63,73,71,67,77,https://wefut.com/player/22/17511/tatsuki-seko
Abdoul Fessal Tapsoba,75,LW,goldif,Burkina Faso,90,76,63,79,31,64,https://wefut.com/player/22/17398/abdoul-fessal-tapsoba
Brian White,75,ST,goldif,United States,84,76,65,78,51,81,https://wefut.com/player/22/17336/brian-white
Yukhym Konoplia,75,RB,goldif,Ukraine,84,52,67,69,70,71,https://wefut.com/player/22/2089/yukhym-konoplia
Julián Álvarez,75,RW,goldrare,Argentina,84,74,72,75,46,62,https://wefut.com/player/22/22642/julian-alvarez
Luis Sinisterra,75,LW,goldrare,Colombia,89,64,69,81,52,64,https://wefut.com/player/22/22641/luis-sinisterra
Takefusa Kubo,75,RM,goldrare,Japan,81,66,68,82,39,56,https://wefut.com/player/22/22623/takefusa-kubo
Henry Onyekuru,75,LM,goldrare,Nigeria,92,71,65,80,34,54,https://wefut.com/player/22/22621/henry-onyekuru
Lago Júnior,75,LM,goldrare,Ivory Coast,87,72,64,74,34,72,https://wefut.com/player/22/19089/lago-junior
Gonzalo Bergessio,75,ST,goldrare,Argentina,50,77,60,65,33,73,https://wefut.com/player/22/19087/gonzalo-bergessio
Mauro Boselli,75,ST,goldrare,Argentina,55,76,64,69,39,75,https://wefut.com/player/22/19086/mauro-boselli
Lisandro López,75,ST,goldrare,Argentina,63,77,70,74,49,65,https://wefut.com/player/22/19085/lisandro-lopez
Jurriën Timber,75,CB,goldrare,Netherlands,83,44,64,75,75,79,https://wefut.com/player/22/2070/jurrien-timber
Joško Gvardiol,75,CB,goldrare,Croatia,83,54,67,71,71,83,https://wefut.com/player/22/2069/josko-gvardiol
Adrià Pedrosa,75,LB,goldrare,Spain,89,60,69,75,69,69,https://wefut.com/player/22/2059/adria-pedrosa
Silas,75,RM,goldrare,DR Congo,87,71,61,80,52,68,https://wefut.com/player/22/2057/silas
Frank Onyeka,75,CDM,goldrare,Nigeria,87,58,66,72,74,81,https://wefut.com/player/22/2026/frank-onyeka
Takefusa Kubo,75,RM,goldrare,Japan,81,66,68,82,39,56,https://wefut.com/player/22/2017/takefusa-kubo
Facundo Medina,75,CB,goldrare,Argentina,78,33,60,68,76,75,https://wefut.com/player/22/2008/facundo-medina
Henry Onyekuru,75,LM,goldrare,Nigeria,92,71,65,80,34,54,https://wefut.com/player/22/1992/henry-onyekuru
Luis Sinisterra,75,LW,goldrare,Colombia,89,64,69,81,52,64,https://wefut.com/player/22/1990/luis-sinisterra
Cristian Roldan,75,CDM,goldrare,United States,71,67,70,75,70,79,https://wefut.com/player/22/1952/cristian-roldan
Cesinha,75,CAM,goldrare,Brazil,79,78,72,75,32,70,https://wefut.com/player/22/1939/cesinha
Hattan Bahebri,75,LM,goldif,Saudi Arabia,84,74,56,64,74,83,https://wefut.com/player/22/1909/aaron-long
Luciano Acosta,75,CAM,goldrare,Argentina,79,67,70,82,46,56,https://wefut.com/player/22/1905/luciano-acosta
Georges-Kévin Nkoudou,75,LM,goldrare,France,94,67,68,79,34,59,https://wefut.com/player/22/1887/georges-kevin-nkoudou
Moses Simon,75,LM,goldrare,Nigeria,92,70,66,79,34,65,https://wefut.com/player/22/1879/moses-simon
Yimmi Chará,75,RM,goldrare,Colombia,91,69,66,77,56,70,https://wefut.com/player/22/1852/yimmi-chara
Jefferson Lerma,75,CDM,goldrare,Colombia,71,64,70,72,72,81,https://wefut.com/player/22/1850/jefferson-lerma
Ben Pearson,75,CDM,goldrare,England,70,49,63,70,72,84,https://wefut.com/player/22/1846/ben-pearson
Dominik Kohr,75,CDM,goldrare,Germany,77,62,62,70,75,80,https://wefut.com/player/22/1835/dominik-kohr
Callum McGregor,75,CM,goldrare,Scotland,80,70,73,77,70,76,https://wefut.com/player/22/1825/callum-mcgregor
Yasser Al Shahrani,75,LB,goldrare,Saudi Arabia,90,54,67,73,70,66,https://wefut.com/player/22/1820/yasser-al-shahrani
Alexander Ring,75,CDM,goldrare,Finland,72,65,69,74,71,77,https://wefut.com/player/22/1794/alexander-ring
Diego Chará,75,CDM,goldrare,Colombia,77,60,66,71,71,80,https://wefut.com/player/22/1774/diego-chara
Fabián Castillo,75,ST,goldrare,Colombia,92,75,63,81,43,73,https://wefut.com/player/22/1772/fabian-castillo
Rasmus Falk,75,CM,goldrare,Denmark,85,65,72,81,64,75,https://wefut.com/player/22/1765/rasmus-falk
Zakaria Labyad,75,CAM,goldrare,Morocco,72,75,76,78,36,54,https://wefut.com/player/22/1746/zakaria-labyad
Lago Júnior,75,LM,goldrare,Ivory Coast,87,72,64,74,34,72,https://wefut.com/player/22/1723/lago-junior
Ulises Dávila,75,CAM,goldrare,Mexico,76,75,72,78,45,69,https://wefut.com/player/22/1718/ulises-davila
Ritchie De Laet,75,CB,goldrare,Belgium,83,51,64,69,76,78,https://wefut.com/player/22/1660/ritchie-de-laet
Óscar Trejo,75,CDM,goldrare,Argentina,71,72,75,78,69,77,https://wefut.com/player/22/1657/oscar-trejo
William Saliba,75,CB,gold,France,70,33,62,66,76,77,https://wefut.com/player/22/22643/william-saliba
Juan Camilo Hernández,75,ST,gold,Colombia,83,75,65,73,42,73,https://wefut.com/player/22/22639/juan-camilo-hernandez
Rasmus Kristensen,75,RB,gold,Denmark,76,59,68,68,70,80,https://wefut.com/player/22/22638/rasmus-kristensen
Trezeguet,75,RM,gold,Egypt,77,73,71,78,36,66,https://wefut.com/player/22/22636/trezeguet
Joshua King,75,ST,gold,Norway,79,76,68,76,38,70,https://wefut.com/player/22/22635/joshua-king
Jan Kuchta,75,ST,gold,Czech Republic,79,73,64,72,34,81,https://wefut.com/player/22/22634/jan-kuchta
Aaron Long,75,CB,goldrare,United States,80,40,74,77,49,55,https://wefut.com/player/22/22633/oscar
Takumi Minamino,75,RW,gold,Japan,79,73,69,81,36,63,https://wefut.com/player/22/22632/takumi-minamino
Amos Pieper,75,CB,gold,Germany,68,32,53,55,78,74,https://wefut.com/player/22/22630/amos-pieper
Nehuén Pérez,75,CB,gold,Argentina,61,25,46,45,76,74,https://wefut.com/player/22/22629/nehuen-perez
Nemanja Radonjić,75,LM,gold,Serbia,88,71,71,75,30,58,https://wefut.com/player/22/22628/nemanja-radonjic
Yacine Adli,75,CM,gold,France,62,70,75,74,66,66,https://wefut.com/player/22/22627/yacine-adli
Brandon Williams,75,RB,gold,England,80,57,65,73,70,68,https://wefut.com/player/22/22626/brandon-williams
Cheick Doucouré,75,CM,gold,Mali,70,56,69,75,72,76,https://wefut.com/player/22/22625/cheick-doucoure
Marin Pongračić,75,CB,gold,Croatia,72,26,51,63,74,78,https://wefut.com/player/22/22624/marin-pongracic
Ghislain Konan,75,LB,gold,Ivory Coast,79,48,68,75,70,71,https://wefut.com/player/22/22622/ghislain-konan
Andraž Šporar,75,ST,gold,Slovenia,76,75,66,72,19,70,https://wefut.com/player/22/22620/andraz-sporar
Cyle Larin,75,ST,gold,Canada,71,74,59,70,26,80,https://wefut.com/player/22/22619/cyle-larin
Vincent Janssen,75,ST,gold,Netherlands,75,73,62,70,39,84,https://wefut.com/player/22/22618/vincent-janssen
Rolando Mandragora,75,CM,gold,Italy,57,63,74,75,74,76,https://wefut.com/player/22/22616/rolando-mandragora
Rodrigo Battaglia,75,CM,gold,Argentina,63,67,67,72,77,78,https://wefut.com/player/22/22615/rodrigo-battaglia
Philip Zinckernagel,75,RW,gold,Denmark,87,71,71,76,42,68,https://wefut.com/player/22/22614/philip-zinckernagel
Kévin Rodrigues,75,LB,gold,Portugal,75,59,75,72,70,60,https://wefut.com/player/22/22613/kevin-rodrigues
Adam Maher,75,CM,gold,Netherlands,68,69,77,77,65,64,https://wefut.com/player/22/22612/adam-maher
Jens Stryger Larsen,75,RM,gold,Denmark,79,61,72,74,70,77,https://wefut.com/player/22/22611/jens-stryger-larsen
Romain Hamouma,75,ST,gold,France,67,76,75,78,42,64,https://wefut.com/player/22/22609/romain-hamouma
Ciaran Clark,75,CB,gold,Republic of Ireland,51,51,53,55,77,73,https://wefut.com/player/22/22607/ciaran-clark
Salva Sevilla,75,CDM,gold,Spain,44,72,79,71,69,64,https://wefut.com/player/22/22606/salva-sevilla
Andrés Cubas,75,CDM,gold,Paraguay,69,52,68,73,74,59,https://wefut.com/player/22/22293/andres-cubas
Romain Alessandrini,75,ST,gold,France,84,78,72,78,45,67,https://wefut.com/player/22/21980/romain-alessandrini
Jamiro Monteiro,75,CM,gold,Cape Verde Islands,75,63,73,78,64,76,https://wefut.com/player/22/21979/jamiro-monteiro
Diego Farías,75,LW,gold,Brazil,82,70,68,78,38,49,https://wefut.com/player/22/21977/diego-farias
Nikola Kalinić,75,ST,gold,Croatia,63,74,64,73,42,67,https://wefut.com/player/22/21976/nikola-kalinic
Loïc Rémy,75,ST,gold,France,70,76,65,72,37,68,https://wefut.com/player/22/21975/loic-remy
Federico Di Francesco,75,CF,gold,Italy,79,70,73,81,39,60,https://wefut.com/player/22/20531/federico-di-francesco
Romain Faivre,75,RM,gold,France,74,72,73,78,63,63,https://wefut.com/player/22/19663/romain-faivre
Dan Burn,75,CB,gold,England,48,33,63,58,75,80,https://wefut.com/player/22/19662/dan-burn
Ferro,75,CB,gold,Portugal,52,43,54,59,76,75,https://wefut.com/player/22/19661/ferro
Myrto Uzuni,75,LW,gold,Albania,85,71,62,78,27,65,https://wefut.com/player/22/19660/myrto-uzuni
Mohamed Ihattaren,75,CAM,gold,Netherlands,73,68,75,81,40,64,https://wefut.com/player/22/19659/mohamed-ihattaren
Manu Vallejo,75,ST,gold,Spain,74,76,68,76,43,63,https://wefut.com/player/22/19658/manu-vallejo
José Juan Macías,75,ST,gold,Mexico,73,74,59,74,25,62,https://wefut.com/player/22/19657/jose-juan-macias
Christian Luyindama,75,CB,gold,DR Congo,76,37,49,53,74,85,https://wefut.com/player/22/19656/christian-luyindama
Michel Aebischer,75,CM,gold,Switzerland,72,65,75,75,65,75,https://wefut.com/player/22/19655/michel-aebischer
Luis Abram,75,CB,gold,Peru,65,42,58,60,75,78,https://wefut.com/player/22/19654/luis-abram
Trezeguet,75,RM,gold,Egypt,77,73,71,78,36,66,https://wefut.com/player/22/19653/trezeguet
Todd Cantwell,75,LM,gold,England,72,68,72,78,39,51,https://wefut.com/player/22/19652/todd-cantwell
Vedat Muriqi,75,ST,gold,Kosovo,56,75,55,67,28,82,https://wefut.com/player/22/19651/vedat-muriqi
Salih Uçan,75,CM,gold,Turkey,65,71,75,75,71,66,https://wefut.com/player/22/19650/salih-ucan
Erick Pulgar,75,CDM,gold,Chile,63,62,75,74,72,74,https://wefut.com/player/22/19649/erick-pulgar
Jordi Quintillà,75,CM,gold,Spain,68,69,75,76,63,66,https://wefut.com/player/22/19648/jordi-quintilla
Luciano Vietto,75,CAM,gold,Argentina,75,71,73,80,45,64,https://wefut.com/player/22/19647/luciano-vietto
Calum Chambers,75,RB,gold,England,66,56,70,68,76,76,https://wefut.com/player/22/19646/calum-chambers
Valerio Verre,75,CAM,gold,Italy,70,74,74,75,65,66,https://wefut.com/player/22/19645/valerio-verre
André André,75,CM,gold,Portugal,66,71,76,76,69,69,https://wefut.com/player/22/19644/andre-andre
Tomasz Kędziora,75,RB,gold,Poland,77,46,75,80,44,50,https://wefut.com/player/22/19643/simone-verdi
Allan-Roméo Nyom,75,RM,gold,Cameroon,79,59,73,69,74,84,https://wefut.com/player/22/19642/allan-romeo-nyom
Odion Ighalo,75,ST,gold,Nigeria,67,77,65,73,42,75,https://wefut.com/player/22/19641/odion-ighalo
Diego Perotti,75,LM,gold,Argentina,71,68,73,81,42,49,https://wefut.com/player/22/19640/diego-perotti
Federico Fazio,75,CB,gold,Argentina,35,40,53,55,77,75,https://wefut.com/player/22/19639/federico-fazio
Sead Kolašinac,75,LB,gold,Bosnia Herzegovina,75,62,68,71,71,86,https://wefut.com/player/22/19638/sead-kolasinac
Jan Kuchta,75,ST,gold,Czech Republic,79,73,64,72,34,81,https://wefut.com/player/22/19094/jan-kuchta
Giangiacomo Magnani,75,CB,gold,Italy,75,35,47,52,76,74,https://wefut.com/player/22/19093/giangiacomo-magnani
Óscar,75,CAM,gold,Spain,63,74,74,77,49,55,https://wefut.com/player/22/19092/oscar
Ibrahim Amadou,75,CDM,gold,France,64,55,65,71,73,80,https://wefut.com/player/22/19091/ibrahim-amadou
Fidel Martínez,75,ST,gold,Ecuador,88,72,65,74,32,69,https://wefut.com/player/22/19090/fidel-martinez
Fernando Navarro,75,RB,gold,Mexico,86,65,74,73,68,69,https://wefut.com/player/22/19088/fernando-navarro
Carlos Rodríguez,75,CM,gold,Mexico,76,60,73,76,68,66,https://wefut.com/player/22/18390/carlos-rodriguez
Ainsley Maitland-Niles,75,CDM,gold,England,81,63,70,77,71,72,https://wefut.com/player/22/18389/ainsley-maitland-niles
Rodolfo Pizarro,75,CAM,gold,Mexico,76,70,73,77,55,66,https://wefut.com/player/22/18386/rodolfo-pizarro
Garry Rodrigues,75,LM,gold,Cape Verde Islands,83,71,71,76,43,68,https://wefut.com/player/22/17343/garry-rodrigues
Mergim Berisha,75,ST,gold,Germany,77,76,71,74,32,76,https://wefut.com/player/22/17204/mergim-berisha
Amine Harit,75,LM,gold,Morocco,79,64,69,81,45,47,https://wefut.com/player/22/17203/amine-harit
Yann Karamoh,75,RM,gold,France,78,69,69,78,31,61,https://wefut.com/player/22/17202/yann-karamoh
Garry Rodrigues,75,LM,gold,Cape Verde Islands,83,71,71,76,43,68,https://wefut.com/player/22/17201/garry-rodrigues
Diego Perotti,75,LM,gold,Argentina,71,68,73,81,42,49,https://wefut.com/player/22/17200/diego-perotti
Stefano Okaka,75,ST,gold,Italy,63,74,59,70,30,80,https://wefut.com/player/22/17199/stefano-okaka
Mergim Berisha,75,ST,gold,Germany,77,76,71,74,32,76,https://wefut.com/player/22/2088/mergim-berisha
Amine Harit,75,LM,gold,Morocco,79,64,69,81,45,47,https://wefut.com/player/22/2087/amine-harit
Yann Karamoh,75,RM,gold,France,78,69,69,78,31,61,https://wefut.com/player/22/2086/yann-karamoh
Simone Verdi,75,CF,gold,Italy,80,74,59,70,30,80,https://wefut.com/player/22/2085/stefano-okaka
Myrto Uzuni,75,LW,gold,Albania,85,71,62,78,27,65,https://wefut.com/player/22/2084/myrto-uzuni
Mingueza,75,CB,gold,Spain,78,35,66,60,75,75,https://wefut.com/player/22/2083/mingueza
Jan Kuchta,75,ST,gold,Czech Republic,79,73,64,72,34,81,https://wefut.com/player/22/2082/jan-kuchta
Jamal Musiala,75,CAM,gold,Germany,76,70,67,84,31,49,https://wefut.com/player/22/2081/jamal-musiala
Adrien Truffert,75,LB,gold,France,74,55,70,73,71,69,https://wefut.com/player/22/2080/adrien-truffert
Pedrinho,75,RM,gold,Brazil,82,68,71,80,34,55,https://wefut.com/player/22/2079/pedrinho
Oscar Dorley,75,LB,gold,Liberia,85,55,73,79,68,69,https://wefut.com/player/22/2078/oscar-dorley
Mostafa Mohamed,75,ST,gold,Egypt,70,76,57,69,38,79,https://wefut.com/player/22/2077/mostafa-mohamed
Attila Szalai,75,CB,gold,Hungary,72,33,56,55,75,83,https://wefut.com/player/22/2075/attila-szalai
Hicham Boudaoui,75,CM,gold,Algeria,74,65,71,79,72,72,https://wefut.com/player/22/2074/hicham-boudaoui
Daniel Bragança,75,CM,gold,Portugal,80,66,75,80,64,52,https://wefut.com/player/22/2073/daniel-braganca
Marcos André,75,ST,gold,Brazil,76,78,59,72,38,73,https://wefut.com/player/22/2072/marcos-andre
Domagoj Bradarić,75,LB,gold,Croatia,79,55,68,75,70,68,https://wefut.com/player/22/2071/domagoj-bradaric
Charles De Ketelaere,75,LW,gold,Belgium,72,72,75,77,62,71,https://wefut.com/player/22/2068/charles-de-ketelaere
Iago,75,LB,gold,Brazil,81,55,68,72,71,71,https://wefut.com/player/22/2067/iago
Moncayola,75,CDM,gold,Spain,66,64,72,70,71,69,https://wefut.com/player/22/2066/moncayola
Unai Vencedor,75,CM,gold,Spain,66,70,72,74,73,74,https://wefut.com/player/22/2065/unai-vencedor
Dávid Hancko,75,CB,gold,Slovakia,77,55,68,69,75,77,https://wefut.com/player/22/2064/david-hancko
Alex Král,75,CDM,gold,Czech Republic,75,70,71,75,72,79,https://wefut.com/player/22/2063/alex-kral
Mohamed Ihattaren,75,CAM,gold,Netherlands,73,68,75,81,40,64,https://wefut.com/player/22/2062/mohamed-ihattaren
Amos Pieper,75,CB,gold,Germany,68,32,53,55,78,74,https://wefut.com/player/22/2061/amos-pieper
Vítor Tormena,75,CB,gold,Brazil,53,36,58,60,77,77,https://wefut.com/player/22/2058/vitor-tormena
Marash Kumbulla,75,CB,gold,Albania,50,32,53,56,77,76,https://wefut.com/player/22/2056/marash-kumbulla
Nehuén Pérez,75,CB,gold,Argentina,61,25,46,45,76,74,https://wefut.com/player/22/2054/nehuen-perez
